Bomschuit op het strand,Joannes Barnardus Antonius Maria Westerwoudt,," Joannes Barnardus Antonius Maria Westerwoudt (20-Dec-1849 - 02-Apr-1906), Netherlands",nl,ca. 1880 - ca. 1906, Netherlands, oil on panel,Rijksmuseum,ca. 1880 - ca. 1906,https://lh5.ggpht.com/gE1h4wY7yqlff1LeB0kmTHdVrqgqPpjoISeL4V3ZSjOSoKqGrI3SFVq6GZ5Y28L_TfBCoe4CTVvuOF2UjAVhflYEhuc=s0
Neighbor chat,Bernardus Johannes Blommers,," mentioned on object Bernardus Johannes Blommers (1845 - 15-Dec-1914), Netherlands",nl,ca. 1880 - ca. 1907, Netherlands, oil on panel,Rijksmuseum,ca. 1880 - ca. 1907,https://lh5.ggpht.com/4bhIgNLThPjC1stB1_al0j3I1QgGrqJFHjvOBwb6KIhtEwJivtOc7xeaobrb6IC0ER6pSJiaYw5h1Yxudc4Ww2t2zOw=s0
Forest view,Johannes Warnardus Bilders,," mentioned on object Johannes Warnardus Bilders (18-Aug-1811 - 29-Oct-1890), Netherlands",nl,ca. 1850 - ca. 1890, Netherlands, oil on canvas,Rijksmuseum,ca. 1850 - ca. 1890,https://lh3.googleusercontent.com/kqZJBtk5wy1QYtUibbC74q2HIKW-ZzGddO3snRFv1JHY2ES0sY2UWs3NXZEprl15QmW8x5PDFBCQj7eyCXo9FemuLZFK=s0
Cows at a puddle,Gerard Bilders,," mentioned on object Gerard Bilders (09-Dec-1838 - 08-Mar-1865), Netherlands",nl,1856 - 1858, Netherlands, oil on panel,Rijksmuseum,1856 - 1858,https://lh3.googleusercontent.com/TX40zmYIwyVAI1Lxqri63T63TveThu212SXckHFNb8FulXJb8TweiUunVyriVHBXeyo6gFrdW6pcnK97N10EHUzbE3I=s0
Saint Dionysius the Areopagite in prayer,anoniem,," Anonymous, Avignon",nl,1505 - 1510, Avignon, oil on panel,Rijksmuseum,1505 - 1510,https://lh5.ggpht.com/XpkxUAlzWcWPZW4iMLNEy_GmXEouWD19qYJ6u8bzfRI1OsxO5vdx1MaxK8u15SnCWPPLL1T6yvA4_4E1KZXoP6xQmUU=s0
Portrait of a woman,anoniem,," anonymous, Fontainebleau",nl,1550 - 1574, Fontainebleau, oil on panel,Rijksmuseum,1550 - 1574,https://lh3.ggpht.com/Xazj-DCKqMiI37x9HZ-I4e31mPhGPzN7g3r-xPTgzAWB7f98C2zCjHOdZ-Dsux4zD2p4JmFUv5_nsz3VK9xBpy0vquk=s0
Portrait of Engelbert II,Meester van de Vorstenportretten,," Count of Nassau, Master of the Princely Portraits",nl,ca. 1480 - ca. 1490, Southern Netherlands, Southern Netherlands,Rijksmuseum,ca. 1480 - ca. 1490,https://lh3.ggpht.com/mS3k6aP95jbZrrRtmylFzXQBEIn4HzMxqqc8aENtqgkqtoM8-j2NrMjtUL_8vHsHMiKRM84kxzN6zfVACSrrDKhQ3w=s0
The St Elizabeths Flood,Meester van de Heilige Elisabeth-Panelen,," Master of the Holy Elisabeth Panels, Northern Netherlands",nl,ca. 1490 - ca. 1495, Northern Netherlands, oil on panel,Rijksmuseum,ca. 1490 - ca. 1495,https://lh3.googleusercontent.com/2Q3sLSVZ4t08cqx9rDT7cB821VdrHOWQrme_5GBK_Riie06FtwqPLemr1Txm3--wuyKgNhmOGFqlAbivkM2rvfMEvFY=s0
Portraits of Sir Thomas Gresham and Anne Fernely,Anthonis Mor,," Anthonis Mor (1519 - c. 1575), Antwerp (city)",nl,ca. 1560 - ca. 1565, Antwerp (city), oil on canvas,Rijksmuseum,ca. 1560 - ca. 1565,https://lh3.googleusercontent.com/5bKxqWfm_J_Z9j_74FkNo44f5va7iGZEZTkFyzfXrIcQgOEtUI--nl9iHY63Qpki4mKo6Rqvnx_9fuQ-DrarZIKcsRFZ=s0
River Valley,Hercules Segers,," Hercules Segers (c. 1590 - c. 1640), Amsterdam",nl,ca. 1626 - ca. 1630, ? Amsterdam, oil on panel,Rijksmuseum,ca. 1626 - ca. 1630,https://lh3.googleusercontent.com/wjqlYqwCSlkzwE6URrfoN2gBMDHpyuK7vGcKvy-dHfkhUSONuGDvycvMHQ9P7vpCp739Mrrzs9CIZWVzmOIUIbvFwY01=s0
Adriaan Pit (1860-1944). Director of the Netherlands Museum of History and Art in Amsterdam,Marinus van der Maarel,," mentioned on object Marinus van der Maarel (01-Sep-1857 - 17-Mar-1921), Netherlands",nl,1880 - 1921, Netherlands, oil on canvas on panel,Rijksmuseum,1880 - 1921,https://lh3.ggpht.com/463ohPijJ6wHC6lsctuWrMzckBXVkx0d5nQkDeIXI-akkG7f06yMrjwFoU7ZhPXOYOCl446QKOf0u2k1CBUxfErMa7k=s0
The rag basket,Alexander Hugo Bakker Korff,," mentioned on object Alexander Hugo Bakker Korff (1824 - 28-Jan-1882), Netherlands",nl,ca. 1850 - ca. 1882, Netherlands, oil on panel,Rijksmuseum,ca. 1850 - ca. 1882,https://lh3.googleusercontent.com/_-BYeeOFVmlCOBIXmu7gjYQbL7VjhWtsvQk_5DlNHrurfvbeX_BUVO9LKKbiJifFfg7J6E_RBi_KYCJmcq4MeXuyVvYj=s0
Allert Boelisse (1523-59),anoniem,," copy after anonymous, Low Countries",nl,ca. 1550 - ca. 1624, Lage Landen, oil on panel,Rijksmuseum,ca. 1550 - ca. 1624,https://lh4.ggpht.com/KMsKO6gWZThXS8ns4RUhCZorJbPco0qEC_IMhynPBwY2xebuhzglEDzxg0bRn2DlvpFyziivh9qce0DZybLvMKAYpzU=s0
A man with a drawing of flowers,anoniem,," so-called portrait of Jacob Feitama Jr (1698-1774), merchant in Amsterdam",nl,ca. 1730, anonymous, Holland,Rijksmuseum,ca. 1730,https://lh4.ggpht.com/U4bXwVozDUmstZFMM1hBNgDsiYzgYoPxhHCrNo-sOXZK6gN68weLx6J2MNauMC7X0fch6hKkcSI3ymj60rp_agxo0TVq=s0
Portrait of a woman,anoniem,," anonymous, Northern Netherlands",nl,1633, Northern Netherlands, oil on panel,Rijksmuseum,1633,https://lh3.googleusercontent.com/xosaXlyjUXWz59ziGBZF4swh40MzhzJH27yEIrVUY8GElBLYRy_i9S88u6rA1pmdxP0AqdNqjoa8JeLcmCJbyrk_Y173=s0
Portrait of a woman,anoniem,," anonymous, Northern Italy",nl,ca. 1740, Northern Italy, oil on canvas,Rijksmuseum,ca. 1740,https://lh3.googleusercontent.com/HcpSBV7czkJtdphp6flNYgLeekoRwqW6eDmHLUe80w8t6-FjuiJQ2o_glGAP3fJaZMgmdiw8YUy4S_YHd2n3HjbICw=s0
Portrait of a man,anoniem,," anonymous, Northern Netherlands",nl,1633, Northern Netherlands, oil on panel,Rijksmuseum,1633,https://lh3.googleusercontent.com/ZhWzZqfw3z6i8pBOCDwal67Pe06HQ0RjseQU9cHQjuOQDTEkCl2zaOzUro6PPWduPtstZcrOuNjsL05foMgcwcTKbB4=s0
Portrait of Pieter Claesz Boelens (1582-1627),anoniem,," copy after anonymous, Northern Netherlands",nl,in of na 1627, Northern Netherlands, oil on panel,Rijksmuseum,in of na 1627,https://lh3.ggpht.com/CsJgsMRe5MxQE73NNogEFCUJQ0HS2EHFl3PDSCveO7t_W8FJujC_KIHi_iBfISz2Idn5njGBAEgpZpUggWe90G49za0=s0
Shepherds with herd of sheep,Anton Mauve,," mentioned on object Anton Mauve (18-Sep-1838 - 05-Feb-1888), Netherlands",nl,ca. 1870 - ca. 1888, Netherlands, oil on canvas,Rijksmuseum,ca. 1870 - ca. 1888,https://lh3.googleusercontent.com/WSaq476-Hrzh_fJOTWR-Evar5nzTR--95mRQJaKXI2sPZLDZCaYa0IqYvbutKopWgvqjHy0DZSaoso_pZ-O0cHVvTekM=s0
The St Elizabeths Flood,Meester van de Heilige Elisabeth-Panelen,," Master of the Holy Elisabeth Panels, Northern Netherlands",nl,ca. 1490 - ca. 1495, Northern Netherlands, oil on panel,Rijksmuseum,ca. 1490 - ca. 1495,https://lh3.googleusercontent.com/x2QTjIybsquxHKHYlNBxcrgnewe8nuXJ8un1Pu3GzdK78Ox3cWbd-6NB_ka0x5ddo0aZHfggkyT1k2FW4m4Xt0N27sM=s0
Portraits of Sir Thomas Gresham and Anne Fernely,Anthonis Mor,," Anthonis Mor (1519 - c. 1575), Antwerp (city)",nl,ca. 1560 - ca. 1565, Antwerp (city), oil on panel,Rijksmuseum,ca. 1560 - ca. 1565,https://lh3.googleusercontent.com/zzslCr693tcYk6zbGGUSbWFdkYQy9bXhjmhLJeFL7LH73yaVvNGSqVtSBj4rR3r3ObkQ-VXn61UGhVA6S4BCL3ejzg=s0
De Eendracht in battle with two Swedish warships during the Battle of the Sound,anoniem,," anonymous, Low Countries",nl,ca. 1670, Low Lands, oil on panel,Rijksmuseum,ca. 1670,https://lh3.googleusercontent.com/YU2DH9h7lZcwBDenq16cbB_aNxedrTb4_4gZPgcR1xudZeNyUQUW0-hQhYzUwe03x4vLqjkaNGhvx4-lsvr_KvRSTw=s0
Portrait of a man,anoniem,," anonymous, Brescia",nl,1550 - 1580, Brescia, oil on canvas,Rijksmuseum,1550 - 1580,https://lh3.ggpht.com/StaYxu9GYl3gj2c1LwPUXxKDsRGkHzYgFaKQ4cR7ZI5kd_jTocyaiS9ouuqXQBksVZ7lptKuNrL5Gmn7RHrSgHVbNTQ=s0
Saint Sebastian,Meester E.S.,," environment of Master ES, Upper Rhine",nl,ca. 1460, Upper Rhine, oil on panel,Rijksmuseum,ca. 1460,https://lh4.ggpht.com/o80MWZqGxRbJuwEV-UJB6tTE8uvDMCa6xGKZpnIxA5dPq6aLzm42h19HPlqFxsKTrOlepYerfdrbpxwC93Z4zu_Ozw=s0
Portrait of a young woman,anoniem,," anonymous, Holland",nl,1637, Holland, oil on panel,Rijksmuseum,1637,https://lh3.googleusercontent.com/KUHl3E2cp8ueaeSu4s_gIfCggVywrSbJLJM4kk9DT8cvI2k5HcTXVs4RpLtz2IIivX22lmwKV-co3K3gg_-fF5BIx-t-=s0
Playing yacht and warship,anoniem,," anonymous, Holland",nl,1675 - 1699, Holland, oil on panel,Rijksmuseum,1675 - 1699,https://lh3.ggpht.com/Qk4Y2DrdeEOxQwqI81cMLYpa3UenypZgf16QfpJXaxJkmuUzDKsXFJpGXoWF5t0BSeUA_Gh8dbpyWvJmt3QfPedCTA=s0
Horatius Cocles defended de Pont Sublitius,anoniem,," anonymous, Florence",nl,ca. 1450, Florence, tempera op paneel,Rijksmuseum,ca. 1450,https://lh3.googleusercontent.com/71Kpsl0mqxwkalm_XpKEudsIB6cutMdqIiL2QjqKXNA1cNligog59ISxS6yFjjxwlq3yJnsfl_3VA1jhlMp4xBG3_W4=s0
Portrait of Maximilian I (1459-1519),Joos van Cleve,," studio of Joos van Cleve (ca. 1490 - 1541), Antwerp (city)",nl,ca. 1530, Antwerp (city), oil on panel,Rijksmuseum,ca. 1530,https://lh3.googleusercontent.com/PklGgKaPrjgH8_uuA1QY0mtUSBrgBrKOUeG3YVHwYHoEI-zzuEbWf9f4uIzVeFvP0Mek9fjBOwtbEJEs5Yo6GN2Rzts=s0
Portrait of a man,anoniem,," probably Joris van Cats (ca. 1590-1654), anonymous",nl,ca. 1621, Northern Netherlands, Northern Netherlands,Rijksmuseum,ca. 1621,https://lh3.googleusercontent.com/LkYUWCdsCC9kFZa_cNXITco7rB1uTxA5UyDM9iDTlG2o_MKA4ujSMaRklsxnKau2rKcKJZRLkmvFlQC57VhhrSOsx4A=s0
Portrait of a woman,anoniem,," anonymous, France",nl,1740 - 1760, France, oil on canvas,Rijksmuseum,1740 - 1760,https://lh4.ggpht.com/l15ourjkbac7VE9x9tGTwzO6u7xgFzf1iYteezt6A9vjMo1rdowXwEu4lXCNBPTaEhTOE1uWjtf8z6ullnY2RDxlJg=s0
River view,anoniem,," anonymous, Northern Netherlands",nl,ca. 1635, Northern Netherlands, oil on panel,Rijksmuseum,ca. 1635,https://lh3.googleusercontent.com/vjEYWllT6QpCEhop5O-mA9_KWAt_PnkHHodaCTFfFjfayG9iktjbsiEk00Mi2w3Noucm2F1HCk8Mf1DmMkRmY2V2PtM=s0
Woman at a window,Jozef Israëls,," mentioned on object Jozef Israëls (27-Jan-1824 - 12-Aug-1911), Netherlands",nl,1880 - 1911, Netherlands, oil on panel,Rijksmuseum,1880 - 1911,https://lh6.ggpht.com/6G0LsfFsY_tO_o7_aYWn5gQbu2jnzGQFMIt2HCqDB5-4a3D0h06czKZjsRKkigjj8OSwOdP4Y_ZbB07DwE-C-NgoVy8=s0
Saint Anthony the Hermit,Meester E.S.,," environment of Master ES, Upper Rhine",nl,ca. 1460, Upper Rhine, oil on panel,Rijksmuseum,ca. 1460,https://lh3.ggpht.com/3cCwV-pR6bBOn2kTd4KbDOwpZtmQhLp-j6e2bj5EbVUKQZzi4jNrqiCYlnlD6GZxb-frYZzJHabxpxdrB-zlKkhwNNM=s0
Self-portrait,Émile Bernard,," self-signed Émile Bernard (28-Apr-1868 - 16-Apr-1941), Sevilla",nl,1897, Seville, oil on canvas,Rijksmuseum,1897,https://lh4.ggpht.com/5Q2CIHITfYAKdKN4-_Wen0JJONcL8SdG0HucHxGMgjsb9pYVHAswMQPTKezV7vUULZN78V8koxG3vlCq-5G6-CLEyqmj=s0
Mary with child,anoniem,," anonymous, Siena",nl,1430 - 1460, Siena, tempera on panel,Rijksmuseum,1430 - 1460,https://lh3.googleusercontent.com/d_fW2D9MOckCymm3MDNJ7US0p1yhwibtWb9mgyTBwukQG_fVWwikZsZRJIfsxTGtNBQ1tf_2rdZnkXqRUmkJrsnMS6w=s0
Farmhouse,Willem van Schaik,," mentioned on object Willem van Schaik (08-Aug-1876 - 08-Apr-1938), Netherlands",nl,1900 - 1938, Netherlands, oil on canvas on panel,Rijksmuseum,1900 - 1938,https://lh5.ggpht.com/hgLfJfItN5NkB_d3kBz5o1ReKMHXtnNFMNsQz2zUn-ousR9cVCdkmArkbvjKQkJMpcbY4q-XuOj6yLh-2etIk_v7l9I=s0
Portrait of a boy,anoniem,," presumably Giovanni de Medici (1543-1562), Anonymous",nl,1545 - 1570, Florence, Florence,Rijksmuseum,1545 - 1570,https://lh5.ggpht.com/_QbC-ECD2fHptINr_9AcbfobqzWfavHjoT5Wa2Xd3bcW-MRHj3lWWQnsTZsyvOnv1tLyPnxUrq4ObFDFAQ4H0F5SuSo=s0
Mary with Child,anoniem,," John the Baptist and Saint Clare, Anonymous",nl,ca. 1520, Siena, Siena,Rijksmuseum,ca. 1520,https://lh5.ggpht.com/phScoMBppd0Vjux6FfMZkZfbq2osI2DBUkjpLtlFWza54cndvm0SbNiGOeY6D6n18HlZfyD4aLuWbRbfuSexFeDZ2UGT=s0
The shell fisherman,Jan Toorop,," mentioned on object Jan Toorop (20-Dec-1858 - 30-Mar-1928), Domburg",nl,1904, Domburg, oil on canvas on panel,Rijksmuseum,1904,https://lh3.ggpht.com/zJAtK9zCATYesjDdqRJH93AKqeTJDeP3AZ2JxRTaQy1bUv4SZoLEuLM2Y3VypqiS4SYaphLOhdPbV7J570oO0dGQQVpV=s0
Portrait of a painter,anoniem,," anonymous, Northern Italy",nl,1700 - 1799, Northern Italy, oil on canvas,Rijksmuseum,1700 - 1799,https://lh3.ggpht.com/OnwBlSs1m4a2uHRwE29ypE2xfU4ovde0Mv8tykH5SSud9MT9EMlbPbathttElk5RtWB4KxgvjRaOLMfD9eFxX9DPxOU=s0
Two men in a landscape,anoniem,," anonymous, Venice",nl,ca. 1500, Venice, oil on panel,Rijksmuseum,ca. 1500,https://lh3.ggpht.com/U5WolhfU-xrRAtYxSGJpD_ABJ4vxrotSTlMgnJ46mWZlf3kncs79aIKjFs9vrB0QVS8E5VJ6IH8CwVVtdMwUTV_SvsvN=s0
The Descent from the Cross and Entombment,anoniem,," Anonymous, Florence",nl,ca. 1290, Florence, tempera on panel,Rijksmuseum,ca. 1290,https://lh3.googleusercontent.com/6-K6UNcBhfcuDjEqZCDiERDI_lDuHTveZ2y1UCHEJxqph6kRxrelnkTaVOVJYwSTTEHQg75TqwPFM9yf40dA2Qo26g=s0
The Descent from the Cross and Entombment,anoniem,," Anonymous, Florence",nl,ca. 1290, Florence, tempera on panel,Rijksmuseum,ca. 1290,https://lh3.googleusercontent.com/C8jssoJollwioqCzJ78SDyByeJGMDZkGrenTJ9oLTTFA751XwXNoXrr81Bl6TUrh7_iJbvfLoHHXP1E-LDQ9aZsWQA=s0
Saint Sebastian,anoniem,," anonymous, Florence",nl,1460 - 1499, Florence, tempera and oil on panel,Rijksmuseum,1460 - 1499,https://lh4.ggpht.com/Ad-0s2_l82t22JUqXmQZPZzeoXPqSvPazcOW8LPqIzJEwg5Na4Vt10NiwVr_q0JSQIbr-ZLdrwfQh4R_YonSBnQ9ZSI=s0
Portrait of an old lady,Vittore Ghislandi,," environment of Vittore Ghislandi (04-Mar-1655 - 01-Dec-1743), Milan",nl,1720 - 1750, Milan, oil on canvas,Rijksmuseum,1720 - 1750,https://lh4.ggpht.com/ceqEA4E_vQG93xiJvWBCEOVvnqfzUdM4-yFPkR_onYh7eIJSc2YBTvxWdmF6V18VPk0NpZ7oRKS9Hrxbx_mi8JnwwTQ=s0
Scene from a knights legend,anoniem,," anonymous, Florence",nl,1450 - 1474, Florence, tempera on panel,Rijksmuseum,1450 - 1474,https://lh5.ggpht.com/QIcxWmC4U9ZUb09utg6hDPqzsgoMUnm3qbgQ4WhzZI08b2UIWjD4qlbhf9p-_V7GTh-FcPrzGKo-D2r0Xl0KF9Y1p2lU=s0
Portrait of a woman,anoniem,," Anonymous, Milan",nl,1525 - 1549, Milan, oil on panel,Rijksmuseum,1525 - 1549,https://lh3.ggpht.com/kwfwA05mHgDgNJxVVM2OdzVDE0qxGcVdxuj67iHxiy9XDBWezyQzXHfUqWLgrGmfrgpyC7eREdlr24gFKNjv8yUIa88=s0
Portrait of a man,anoniem,," anonymous, Northern Netherlands",nl,1655, Northern Netherlands, oil on panel,Rijksmuseum,1655,https://lh3.ggpht.com/jMRmLTEHUl5_AjVAiDgrIqIiwKNyctev_xy47dSITQJ5zhZ3VYtockJpyniHd1h5TdMu09_fM5yNTBb22a3iPpDa_SA=s0
Farmhouse interior,Johan Hendrik Weissenbruch,," Johan Hendrik Weissenbruch (19-Jun-1824 - 24-Mar-1903), Netherlands",nl,1870 - 1903, Netherlands, oil on panel,Rijksmuseum,1870 - 1903,https://lh5.ggpht.com/6IYUf_2OopJLQdumL1NKuohuOlCE2wcxx1MU18U3DZ4EwLjKCkYgs9zk122brAFm2Ai8T2NNl1hRFvUEr5lu8fGd1s4=s0
The Apostle Paul,anoniem,," anonymous, Southern Netherlands",nl,1600 - 1699, Southern Netherlands, oil on canvas,Rijksmuseum,1600 - 1699,https://lh5.ggpht.com/2VrGc5OnVkzAyJiymLhJHHJ1sX533wGh8u9h4KRa1ILgJFomMctXcULJpQysJWnvnRvuxO_tXlzzmHI2B-8XjbHKqRCL=s0
De kruisiging,Niccolò di Pietro Gerini,," Niccolò di Pietro Gerini (.... - 1415), Florence",nl,ca. 1390, Florence, tempera op paneel,Rijksmuseum,ca. 1390,https://lh3.googleusercontent.com/B0slQzPSyMwijXbd2noqw68DGeW7zS9YGTIIT5d6004Igg3De79OClv1kZHDF4Euiol1SNL3R2GHBPLNzofeBxVdOkk=s0
Saint Dominic,anoniem,," anonymous, Florence",nl,1450 - 1499, Florence, oil on panel,Rijksmuseum,1450 - 1499,https://lh5.ggpht.com/JrVlvSe3-AeGXch_LcIqU0U3stjpPbiqHHNjDscwgRdpa6zwxp8-DijiHsY24d5iwE-lUivzWlCNAe8PVTe4fSNBXA=s0
The office of the tax authorities (biccherna) of Siena.,anoniem,," anonymous, Siena",nl,1451 - 1452, Siena, tempera on panel,Rijksmuseum,1451 - 1452,https://lh3.ggpht.com/KstwJ02skFxjulI06G7WkAWW0hsRm8DYGGZRPxsysqvG9QfZDvpYmKI-qbjkc907IUQ-VdF7Ei_12601u0vINMgU5eZl=s0
The Adoration of the Shepherds,anoniem,," Anonymous, Low Countries",nl,1550 - 1599, Low Countries, oil on panel,Rijksmuseum,1550 - 1599,https://lh4.ggpht.com/fIeENwKh2vyYrLkrEAEREbE9vFg8SRadO-MEgSSvCbMhZJx6leJ1mNdBSZ9ibW-TfL1eSTVkGQUtQw5PFrnhvTG4zmE=s0
The Flood,anoniem,," possibly anonymous, Northern Italy",nl,1450 - 1499, Northern Italy, oil on panel,Rijksmuseum,1450 - 1499,https://lh3.googleusercontent.com/6HluWq0wZly9d0BtTyPa_A1SO_inNr0M6xIssfFrz3f1i19Q_kdzc0VVyEmzNiTeli4YMnVEHu8CA8aLnHtY7OGk4ro=s0
A holy bishop,anoniem,," anonymous, Spain",nl,1475 - 1499, Spain, oil on panel,Rijksmuseum,1475 - 1499,https://lh5.ggpht.com/KL0QclyiQiXMtjGhyT0oW4ao0T6dOQ7BZJCp0zJKuoOVlS67oFU5Ins7PlH4UPCx159tSJhODhPSoK4jyqJe8fYPHRM=s0
The Adoration of the Christ Child,Cosimo Rosselli,," Cosimo Rosselli (1439 - 07-Jan-1507), Florence",nl,ca. 1485 - ca. 1507, Florence, oil on panel,Rijksmuseum,ca. 1485 - ca. 1507,https://lh3.googleusercontent.com/w3Jd0ZlXe7D_ZtkOvJwvgOMQSMbLWfuVROcZCGaSgfoDRtKCrhspRWqLzIHPLkIRvbc003eTCh9FI8NxD1trURGdyw=s0
The Deathbed of Mary,Meester van de Amsterdamse Dood van Maria,," Master of the Amsterdam Death of Mary, Northern Netherlands",nl,ca. 1500, Northern Netherlands, oil on panel,Rijksmuseum,ca. 1500,https://lh3.googleusercontent.com/XuYRk9o1BV1ypiXbkpSQHPdtIvuVlTQ2dHO57L-CNp1EnWyi7u7k0Jb1QzcaaRFjrco1gAYtMsoDDahcK0WP18O4HnLR=s0
St John the Baptist,Francesco Botticini,," attributed to Francesco Botticini, Florence",nl,1470 - 1497, Florence, oil on panel,Rijksmuseum,1470 - 1497,https://lh5.ggpht.com/hCnq8P6uI_mI7oYgCaLw4PGuoz_JFazN_oQ1bAqfTTFM3N_snuzyUFvf-VUN9HDv3VWNW174px9jdZXta6eta6QGwNbA=s0
Reclining Venus,Lambert Sustris,," attributed to Lambert Sustris (c. 1515 - 1591), Venice",nl,ca. 1540 - ca. 1560, Venice, oil on canvas,Rijksmuseum,ca. 1540 - ca. 1560,https://lh3.googleusercontent.com/FMhlvJAmEXrbSWbGco0MU_NwQao3wyBVVPxltlX1Hg9nkgt2cXxW1g0lyw10Ate55oUzHGFCanmEMlUte1aqQ837Vw=s0
Mary Magdalena at the cross,anoniem,," anonymous, Northern Netherlands",nl,ca. 1610, Northern Netherlands, oil on panel,Rijksmuseum,ca. 1610,https://lh6.ggpht.com/W_0a8XEsfFqw1UKcqJ-i28THvktXwA7kpbUQpFu0TS2jmJ0U3UJxtaJPeLzI544FlAzBBeL1Iuvb7roRAJKLOE66Gf4a=s0
Man in a rowing boat,Herman Wolbers,," mentioned on object Herman Wolbers (27-May-1856 - 29-Dec-1926), Netherlands",nl,1880 - 1926, Netherlands, oil on panel,Rijksmuseum,1880 - 1926,https://lh5.ggpht.com/65OsxNNmrs1ETDbZIkJFQmmMsdkTQMY6vWXjv665NqgMKTHFlp3v_H-VKlqVvHxX3AvmKLfWt-qfOxwrYS3C6EN8UA=s0
Portrait of a man,anoniem,," anonymous, Northern Netherlands",nl,1630 - 1650, Northern Netherlands, oil on copper,Rijksmuseum,1630 - 1650,https://lh3.googleusercontent.com/ITbOljvVjlF6Q_70z_mQB5GWZMQRTpGQwRXwXUAGwPKJ-fY_CAPMbAhsBM9sZ3--aHKLcVAk1fKnAH_hXTRfWODiO5I=s0
Saint Dominic,anoniem,," anonymous, Venice",nl,1550 - 1600, Venice, oil on canvas,Rijksmuseum,1550 - 1600,https://lh4.ggpht.com/fFN_yNxxF6f6K-jdTW8GnW7To1GOSVtylk8xZN-fgLmM3QhSfjBVI6yAhmRyIoCV810F9mKYnfFa-8p__GJ9f405ai0=s0
Saint Nicholas of Tolentino saves a hanged man,Zanobi di Jacopo Machiavelli,," attributed to Zanobi di Jacopo Machiavelli (1418 - 07-May-1479), Florence",nl,ca. 1470, Florence, tempera on panel,Rijksmuseum,ca. 1470,https://lh3.googleusercontent.com/VLWwsIsb-_x5cDrwVdCbY73bDkq5dP87nUIqRQ7NdedcvRVonc8PuhjX_yQ4jVrjxsiKUJHWa1xFx-vY-yvBdpkebQ=s0
Demolition of the Grand Bazar de la Bourse on the Nieuwendijk in Amsterdam.,George Hendrik Breitner,," mentioned on object George Hendrik Breitner (12-Sep-1857 - 05-Jun-1923), Amsterdam",nl,1893 - 1897, Amsterdam, oil on panel ,Rijksmuseum,1893 - 1897,https://lh3.ggpht.com/0hzZRuCbJa22_NmT9qgqLhpw5Z3pBAB0EDIZeoNHcdzcKQUzKWqlZy-tPtG49fogMyqvPxGnK98JBuRSBU28IkVIIPs=s0
Portrait of a woman,Maarten van Heemskerck,," possibly Anna Codde, Maarten van Heemskerck (1498 - 1574)",nl,1529, Haarlem, Haarlem,Rijksmuseum,1529,https://lh3.googleusercontent.com/UU-nnosVPdkZnPNnU1FpHaZZIJGvjZUoT6bGX_ZqVzRQgR9kOtPM5ZCBZYj5oeijYDX267p_whkI7TdjapYq3i31dGZV=s0
Cows in the meadow,Bernardus Antonie van Beek,," mentioned on object Bernardus Antonie van Beek, Netherlands",nl,1875 - 1941, Netherlands, oil on canvas,Rijksmuseum,1875 - 1941,https://lh4.ggpht.com/p1RyP9yOjWMd_NHFOxVDYLcbeoA9A8uYnDr8WfKq_gbq85zrmtyN-wJHTZhpJ07cFIfFmtpj5vLbgt11irTWaB1nroxg=s0
The tower of Gorkum,George Hendrik Breitner,," mentioned on object George Hendrik Breitner (12-Sep-1857 - 05-Jun-1923), Gorinchem",nl,ca. 1880 - ca. 1908, Gorinchem, oil on panel,Rijksmuseum,ca. 1880 - ca. 1908,https://lh3.ggpht.com/7RN6j-ZaRUVf66Q4wV2edqxi9lmkJuEToi7VQhzIPizAacod2qOqasuNsoxLQ2KRs8iWGHPmZXorOuz4YGqCcRqaBsxr=s0
Neighborhood in Rijswijk near The Hague,George Hendrik Breitner,," mentioned on object George Hendrik Breitner (12-Sep-1857 - 05-Jun-1923), Netherlands",nl,ca. 1880 - ca. 1923, Netherlands, oil on panel,Rijksmuseum,ca. 1880 - ca. 1923,https://lh5.ggpht.com/cGptBxSXnjWG6IDmI2E7MHlIcSRNBkiKhfUBlaAqxhp8x-zRK0shffE0OedIe65XwVjm--RELH5tfvCaDZ5HjPqb3t0P=s0
Neighborhood in The Hague or Scheveningen,George Hendrik Breitner,," mentioned on object George Hendrik Breitner (12-Sep-1857 - 05-Jun-1923), Netherlands",nl,ca. 1880 - ca. 1923, Netherlands, oil on paper on panel,Rijksmuseum,ca. 1880 - ca. 1923,https://lh3.ggpht.com/ZDeF03C4wpoqw0Yd6K1pSEMg5SN476pSNhffFwL8obgXJtHsgHLAYkKActG82MpGmO_zva5oQqiOlcvTkfEe77n7inM=s0
The Good Samaritan,Meester van de Barmhartige Samaritaan,," Master of the Good Samaritan, Utrecht",nl,1537, ? Utrecht, oil on panel,Rijksmuseum,1537,https://lh3.googleusercontent.com/XsczP1Y4tEL6lWpSJj7FbO-xN7UwZQgyvkvyT4d91r41hKudwcoyO4RaxHWS0dBzLhOyuRkXHZjYtxtQR831LzVPsms=s0
